Description,VoteCount,Rating,Year,Title
"The story of a heroic man, a childhood dream that has moved from the past to the past, difficult geographies, difficult lives, roots, those who burn themselves and their surroundings, love of children, impossible loves, those who have survived the brink of death, an ""Island Tale"" and an honorable one.",428.0,6.4,2020,471. Seref Sözü
The relations of four different servants working on a luxury site in Istanbul with their hosts are explained.,143.0,3.5,2020,472. Hizmetçiler
An unhappy old married man falls in love with a young girl.,105.0,3.7,2020,473. Gel Dese Ask
"It is the story of Ates, Aysen, Demir and Yasemin, whose characters are opposite to each other and come from different social classes and cultures, to resist their love at the expense of their families.",562.0,5.2,2020,474. Çati Kati Ask
"Tarik, who has never worked in his life, falls in love with Irem in a job interview. Having no place to go, Irem comes to the neighborhood where Tarik lives and starts to work at the book cafe in the neighborhood. Irem's dream is to be successful, to establish her own business and to return to her old days one day.",1300.0,7.4,2020,475. Tutunamayanlar
Orkun Isitmak hosts an epic sports challenge pitting Turkey's influencers against each other. Who will party - and who will be punished?,575.0,4.0,2020,476. Exatlon Türkiye
Two ex-lovers Ezgi and Memet decide to take 10 thousand steps by walking together every day. Different things happen to them every day. But they still keep taking steps every day.,2200.0,7.8,2020–,477. 10 Bin Adim
"New beginnings, dizzying love and dreams of marriage. What will happen when wedding planner Leyla organise the wedding of a couple Sarp and Melisa and the bridegroom is the man who abandoned her on their own wedding day.",1100.0,6.1,2020,478. Iyi Günde Kötü Günde
"Nehir starts to text with Nazim,but when she sends him her photo,he sends Tarik's photo because of his wound on his face.But everything changes when Nehir decides to come at the dam.",369.0,5.6,2020–2021,479. Baraj
"Arif and Zekeriya are two rival kebabs of the same street. The arrival of two Italy, Zola and Çavi, in the neighborhood; Arif's and Zechariah's lives could go down hill. Çavi comes to the neighborhood with a photo taken years ago and starts looking for his father. Zekeriya and Arif become devastated by this child issue that emerged years later.",271.0,5.6,2020,480. Gençligim Eyvah
"Suna is a beautiful woman in her 40s who works at a small fisherman's shop on Göksu Beach. She lives in a tiny house with her children. Her biggest support in life is her elder son Yusuf. Yusuf, in his early twenties, is someone who puts his family above everything else, is successful in his lessons, and understands the situation despite all poverty.",55.0,6.1,2020,481. Bir Annenin Günahi
"The impossible love story of the Colombian Maria and the heiress of Urgup's well-known family, Mustafa.",204.0,4.1,2020,482. Maria ile Mustafa
,32.0,6.5,2020–2021,483. Acemi Anneler
"A mockumentary on a group of office workers in a family company, where the workday consists of ego clashes, inappropriate behavior. Series concentrates mainly on two siblings and their co-workers with different characters who have to work in the same office. Hande is a young woman working in the tourism industry.",354.0,7.3,2020–2021,484. Aile Sirketi
"Zeynep is a high school teacher. She has a perfect life with her husband, Dr. Ahmet and her children, Can and Elif. Zeynep's life destroys when her daughter get lost and she becomes very upset for this happening and understands a lot of secrets about her family members and friends.",209.0,5.0,2020–2021,485. Kefaret
,61.0,6.9,2020,486. Aptal Çocuklar
Is it possible to enjoy Istanbul with only 50 TL? Ahmet Mumtaz Taylan goes after the most delicious meals at the best prices.,258.0,8.5,2020–,487. Istanbul Hesabi
Music show of Ibrahim Tatlises and his guests.,79.0,5.5,2020–,488. Ibo Show
"Settling down outside of the city seems more appealing every day but how will it work in reality? Kivanc Kasabali, who wants to turn the idea of moving into a village into a real experience, will be faced with special people and stories.",27.0,6.4,2020–2022,489. Sehirden Uzakta
The perspective to life of the dervishes symbolizing 9 birds in the work titled Mantiku't-Tayr and the Sheikh who symbolizes Hudhud.,46.0,7.1,2020,490. Kuslarla Yolculuk
Survivor 2020 is the fourteenth upcoming season of the Survivor to air in Turkey.,213.0,3.4,2020,491. Survivor 2020
"Geeky influencers producing different kinds of content gather around a table to talk, released weekly.",137.0,9.3,2020,492. Crossover Talks
"It is the story of Kerem, who must fulfill the task given by God to wake up in a coma between the two worlds. Each episode is the original Merbar series of separate stories.",20.0,6.6,2020,493. Memento Mori
,61.0,5.6,2020–2021,494. Tövbeler Olsun
"""Head Doctor"" (Kafa Doktoru) is trying to solve the psychological problems of people from neighborhood in his so-called clinic. In ""Head Doctor"" which is originated from the notion that ""Is your head broken? Come and we'll fix it"", crushed souls, tired brains, fragile hearts and embarrassed lives are being discussing.",35.0,5.5,2020,495. Kafa Doktoru
,0.0,,2020–2021,496. Türkan Hanim'in Konagi
,97.0,4.6,2020–2021,497. Babam Çok Degisti
,94.0,8.2,2020–,498. Hakki
,0.0,,2020,499. Mim
,81.0,6.6,2020,500. Tutunamayanlar: Çevrimiçi
"Ankara Havasi examines the image of ""Ankara"" that has been created in society and people's perception over the years, and the sui generis subcultures of Ankara.",98.0,5.9,2020,501. Ankara Havasi
People who wants to start a new life in many different locations from east to west in Turkey House Hunters are building a world from scratch in their new homes.,27.0,6.6,2020,502. Emlak Avcilari Turkiye
"""Bi' Talk Show with Kaan Sekban"" continues to leave its mark on television comedy with its colorful conversations and entertaining plays with famous guests. It will be very enjoyable to watch the show, accompanied by Emir Ersoy and his Orchestra, one of Turkey's leading musicians.",55.0,6.5,2020–,503. Kaan Sekban'la Alt Tarafi Bi' Talk Show
"It is about the adventures of the team during their 21-day Latin America trip. The 5-part series takes place in Brazil, Peru, Colombia and Argentina.",40.0,3.8,2020,504. Kafalarina Göre
,0.0,,2020–,505. Bilirkisi Degiliz
"While a different topic is covered in the program every week; urban life, relationships and life in general. The program with a different guest each week; While translating a fun conversation on the chosen topic of the week, it also shares information that you can show off in the environments.",30.0,6.7,2020–2021,506. Boom by Ibrahim Selim
,8.0,8.0,2020–,507. Bugün Ne Oldu?
,58.0,6.7,2020,508. Gün On4
,87.0,7.3,2020,509. Rabarba Talk
Ali has had linked dreams every Friday since his childhood. He stays in a small student house with his two friends Ahmet and Murat. They have studied together since childhood and they started the university in Istanbul and came to Istanbul from Ankara and started to live together.,30.0,6.4,2020,510. Ressam
,14.0,5.5,2020,511. Türk Okçulugunun Serüveni
"Tekhne Kültür and Gazete Solfasol co-produce the documentary series ""People of Ankara"". Throughout the series, we will turn our camera to the ordinary people of Ankara, to the people who keep daily life of the city alive, to the immigrants striving to live on in city's numerous peripheral neighborhoods.",0.0,,2020–2021,512. Ankara'nin Insanlari
,0.0,,2020,513. Eşyanın Serüveni
Exclusive interviews with photographers on their specialties,20.0,8.2,2020,514. Izler Suretler
,18.0,6.3,2020,515. Uzak Ara Eglence
,0.0,,2020,516. Söhretler Sahada
,19.0,4.9,2020,517. Ev Yapımı
,0.0,,2020–2021,518. Noluyo Lan Dizi
"Classical instruments of art, folk and Sufi music, the making stages and various performance techniques.",0.0,,2020–2021,519. Ahenk
Zuhal and Can make fun of people in advertising agencies.,0.0,,2020,520. Paralar Yatmis
Museums and artifacts are examined with fine details.,0.0,,2020,521. Müzelerin Yildizlari
,0.0,,2020–,522. Drama Pasta
"Remzi goes to Japan for work. There he studied far eastern philosophy and returns home as a life coach. While his parents are happy to be able to see their son, his sister is not happy with this. This turn of Remzi will cause fun events in Bagdat Caddesi Saskinbakkal.",0.0,,2020,523. Saskin Bakkal 216
"Cultural structures, symbolic works and history of cities.",0.0,,2020–2021,524. Türkiye Atlasi
,0.0,,2020,525. Soyunma Odasi
Sad story about a teenager who go crazy in quarantine.,10.0,6.7,2020–,526. Karantina Sosyal Gunluk
,0.0,,2020–2021,527. Muhtar Firarda
,0.0,,2020–2021,528. Prikşın
,0.0,,2020,529. Sifir Atik
"Hold on tight, you're about to fall into a deep magazine pit with the Sokopop.",26.0,7.6,2020,530. Sokopop
"We take the birth of the legend of Aphrodite, the details of her journey to fame and her life, which has been a subject of interest and curiosity from the past to the present, through the lens of Sokopop.",15.0,7.3,2020,531. Sokopop Portreler: Banu Alkan
This is TIME for REVIEW movies and TV shows.,0.0,,2020–,532. Review Time!
,0.0,,2020,533. Hatibin Kum Saati
,0.0,,2020–,534. Not News But Life
,16.0,6.9,2020,535. Bu Iliski Nasil Kurtulur
,0.0,,2020–,536. Kübra Par'la Acik ve Net
,0.0,,2020–,537. Aninda Manset
,12.0,5.4,2020–2021,538. 2020-2021 Süper Lig
"By the lens of Sokopop, there is one of the most talked about magazine figures of the 80's and 90's, Harika Avci, and her career steps step by step. Get ready to sink into the magazine pit.",11.0,7.5,2020,539. Sokopop Portreler: Harika Avci
"Two goofy man try to host an entertaining new year programme, after they gain success on their instagram live streams.",12.0,6.2,2020–2021,540. Mucbir Yilbasi
,12.0,5.5,2020,541. Sehir Konusuyor
,0.0,,2020,542. Apartmanlar Yarisiyor
,0.0,,2020,543. Orta Sayfa
